DOI,topic_id,value
ACTRN12612000745842,2,0.112405339
ACTRN12612000795897,8,0.024210488
ACTRN12612000804886,2,0.027960918
ACTRN12612000902897,8,0.052066243
ACTRN12612000924853,9,0.08020059
ACTRN12612000969864,3,0.073647604
ACTRN12612000996864,5,0.013984777
ACTRN12612001069842,4,0.043530819
ACTRN12612001120864,8,0.030322071
ACTRN12612001273875,7,0.054524914
ACTRN12612001277831,9,0.065125432
ACTRN12612001279819,5,0.048373055
ACTRN12612001284853,8,0.046428044
ACTRN12612001286831,9,0.074181435
ACTRN12612001287820,9,0.077943979
ACTRN12612001289808,3,0.088642305
ACTRN12612001297819,3,0.063592085
ACTRN12612001298808,6,0.055645832
ACTRN12612001306808,10,0.050838422
ACTRN12612001311842,1,0.02320093
ACTRN12612001312831,9,0.044868804
ACTRN12613000002785,5,0.069496898
ACTRN12613000003774,3,0.053885998
ACTRN12613000005752,9,0.044868804
ACTRN12613000009718,6,0.112442732
ACTRN12613000013763,10,0.041054984
ACTRN12613000016730,10,0.03170706
ACTRN12613000017729,8,0.031518149
ACTRN12613000021774,3,0.126093559
ACTRN12613000024741,8,0.044908233
ACTRN12613000030774,6,0.039658176
ACTRN12613000033741,9,0.075047017
ACTRN12613000034730,2,0.034690139
ACTRN12613000037707,8,0.050248445
ACTRN12613000038796,1,0.023321579
ACTRN12613000043730,9,0.040854812
ACTRN12613000046707,3,0.064206287
ACTRN12613000049774,1,0.033986526
ACTRN12613000051741,3,0.045108198
ACTRN12613000053729,9,0.050385537
ACTRN12613000057785,9,0.037263333
ACTRN12613000058774,6,0.030106332
ACTRN12613000059763,3,0.051881937
ACTRN12613000060741,1,0.04315015
ACTRN12613000061730,1,0.094190613
ACTRN12613000062729,9,0.037315559
ACTRN12613000064707,8,0.062538917
ACTRN12613000068763,3,0.011506456
ACTRN12613000069752,1,0.061194581
ACTRN12613000073707,8,0.039387887
ACTRN12613000074796,1,0.079046593
ACTRN12613000076774,3,0.031149093
ACTRN12613000078752,9,0.063551464
ACTRN12613000083796,2,0.047859394
ACTRN12613000087752,10,0.037647636
ACTRN12613000088741,3,0.048728816
ACTRN12613000092796,3,0.068901029
ACTRN12613000095763,3,0.07044427
ACTRN12613000098730,8,0.076995795
ACTRN12613000101785,7,0.035426838
ACTRN12613000102774,2,0.090794994
ACTRN12613000105741,10,0.062150334
ACTRN12613000106730,4,0.093890799
ACTRN12613000108718,9,0.071865743
ACTRN12613000109707,8,0.055555616
ACTRN12613000113752,9,0.067489616
ACTRN12613000115730,9,0.064312185
ACTRN12613000117718,3,0.088642305
ACTRN12613000118707,6,0.090826541
ACTRN12613000120774,3,0.147344941
ACTRN12613000125729,9,0.072353596
ACTRN12613000126718,9,0.097835794
ACTRN12613000127707,2,0.066880679
ACTRN12613000128796,6,0.093377107
ACTRN12613000130763,3,0.112092687
ACTRN12613000131752,3,0.087561635
ACTRN12613000133730,4,0.050836029
ACTRN12613000137796,9,0.054444732
ACTRN12613000140752,10,0.032298491
ACTRN12613000141741,7,0.056704371
ACTRN12613000142730,1,0.056390764
ACTRN12613000144718,1,0.010634784
ACTRN12613000145707,1,0.04885928
ACTRN12613000147785,9,0.071113604
ACTRN12613000149763,3,0.111051896
ACTRN12613000152729,10,0.022247421
ACTRN12613000155796,5,0.051587938
ACTRN12613000157774,8,0.023407455
ACTRN12613000159752,3,0.090432964
ACTRN12613000161729,1,0.040983343
ACTRN12613000165785,7,0.038809139
ACTRN12613000167763,6,0.057394955
ACTRN12613000169741,10,0.085507785
ACTRN12613000170729,4,0.055948654
ACTRN12613000171718,10,0.059429955
ACTRN12613000173796,10,0.089034104
ACTRN12613000174785,7,0.060520009
ACTRN12613000179730,9,0.062304041
ACTRN12613000180718,1,0.070027485
ACTRN12613000182796,1,0.054178773
ACTRN12613000184774,10,0.045776395
ACTRN12613000186752,5,0.024039008
ACTRN12613000191796,9,0.035145597
ACTRN12613000192785,1,0.088629101
ACTRN12613000193774,3,0.050943817
ACTRN12613000195752,6,0.01559094
ACTRN12613000197730,10,0.043699373
ACTRN12613000198729,6,0.098081656
ACTRN12613000200785,6,0.129801536
ACTRN12613000208707,8,0.044584753
ACTRN12613000209796,9,0.075452755
ACTRN12613000213741,1,0.036476031
ACTRN12613000214730,2,0.084094232
ACTRN12613000217707,1,0.074076739
ACTRN12613000218796,4,0.043291817
ACTRN12613000219785,4,0.128065234
ACTRN12613000220763,10,0.057819183
ACTRN12613000226707,3,0.038823484
ACTRN12613000227796,3,0.042188849
ACTRN12613000228785,9,0.06861624
ACTRN12613000229774,3,0.062486131
ACTRN12613000232730,7,0.078033861
ACTRN12613000234718,9,0.051194553
ACTRN12613000237785,8,0.027997251
ACTRN12613000238774,9,0.021276959
ACTRN12613000239763,7,0.135698873
ACTRN12613000240741,2,0.075099051
ACTRN12613000241730,4,0.069120797
ACTRN12613000242729,3,0.0429605
ACTRN12613000243718,9,0.082311312
ACTRN12613000244707,9,0.093854503
ACTRN12613000245796,7,0.09819019
ACTRN12613000246785,4,0.038847647
ACTRN12613000248763,7,0.068844695
ACTRN12613000249752,3,0.10948444
ACTRN12613000253707,9,0.052633736
ACTRN12613000254796,8,0.04786961
ACTRN12613000256774,10,0.035574829
ACTRN12613000261718,8,0.0783204
ACTRN12613000262707,3,0.043866092
ACTRN12613000265774,8,0.070586555
ACTRN12613000267752,1,0.032153384
ACTRN12613000268741,7,0.057404658
ACTRN12613000269730,3,0.112383494
ACTRN12613000271707,9,0.06494781
ACTRN12613000275763,8,0.117681954
ACTRN12613000278730,1,0.046022782
ACTRN12613000281796,8,0.07837689
ACTRN12613000282785,9,0.097910887
ACTRN12613000283774,4,0.075174744
ACTRN12613000285752,2,0.073195889
ACTRN12613000286741,10,0.204550209
ACTRN12613000289718,3,0.139667769
ACTRN12613000296730,8,0.110135358
ACTRN12613000299707,8,0.013530225
ACTRN12613000300774,3,0.063004477
ACTRN12613000301763,3,0.063440179
ACTRN12613000302752,6,0.069531286
ACTRN12613000304730,1,0.044157138
ACTRN12613000308796,5,0.104907179
ACTRN12613000310763,1,0.050149994
ACTRN12613000311752,2,0.060484143
ACTRN12613000316707,8,0.038410285
ACTRN12613000317796,6,0.07911598
ACTRN12613000320752,8,0.048907355
ACTRN12613000321741,9,0.062696921
ACTRN12613000322730,6,0.059157493
ACTRN12613000324718,6,0.086967836
ACTRN12613000328774,2,0.06040628
ACTRN12613000329763,8,0.073894096
ACTRN12613000331730,10,0.051838001
ACTRN12613000334707,9,0.083036429
ACTRN12613000335796,8,0.043832623
ACTRN12613000340730,9,0.060941149
ACTRN12613000342718,9,0.035355497
ACTRN12613000344796,4,0.069887985
ACTRN12613000345785,3,0.049165104
ACTRN12613000347763,9,0.044531023
ACTRN12613000348752,2,0.041175812
ACTRN12613000349741,4,0.041065383
ACTRN12613000350729,5,0.051834156
ACTRN12613000353796,9,0.049148198
ACTRN12613000355774,3,0.12416436
ACTRN12613000356763,4,0.033380665
ACTRN12613000357752,5,0.045315619
ACTRN12613000360718,6,0.061994595
ACTRN12613000364774,5,0.058138951
ACTRN12613000366752,5,0.068578069
ACTRN12613000367741,5,0.034659258
ACTRN12613000368730,5,0.072004493
ACTRN12613000369729,2,0.12044267
ACTRN12613000370707,9,0.046959068
ACTRN12613000371796,5,0.032713443
ACTRN12613000372785,3,0.044062983
ACTRN12613000374763,6,0.066535193
ACTRN12613000375752,5,0.05483392
ACTRN12613000376741,8,0.087183464
ACTRN12613000377730,3,0.057686442
ACTRN12613000378729,2,0.034860716
ACTRN12613000380796,3,0.062239984
ACTRN12613000381785,5,0.039175773
ACTRN12613000382774,2,0.085334833
ACTRN12613000384752,3,0.095054069
ACTRN12613000385741,4,0.04235922
ACTRN12613000386730,7,0.052062603
ACTRN12613000387729,7,0.041564604
ACTRN12613000388718,2,0.091914925
ACTRN12613000389707,5,0.057490879
ACTRN12613000391774,8,0.055690628
ACTRN12613000392763,3,0.169222887
ACTRN12613000395730,2,0.06505685
ACTRN12613000398707,5,0.091080339
ACTRN12613000399796,8,0.030022814
ACTRN12613000400763,6,0.052543199
ACTRN12613000401752,8,0.053703893
ACTRN12613000402741,2,0.054409225
ACTRN12613000403730,8,0.058816894
ACTRN12613000405718,7,0.334001996
ACTRN12613000407796,1,0.038895427
ACTRN12613000410752,10,0.052423991
ACTRN12613000412730,5,0.055537364
ACTRN12613000413729,4,0.093769059
ACTRN12613000414718,2,0.053979228
ACTRN12613000416796,5,0.058463143
ACTRN12613000418774,4,0.063226362
ACTRN12613000420741,10,0.057718353
ACTRN12613000421730,6,0.057472037
ACTRN12613000422729,2,0.038426529
ACTRN12613000423718,4,0.067007978
ACTRN12613000424707,2,0.048402383
ACTRN12613000425796,3,0.096900092
ACTRN12613000426785,1,0.053287428
ACTRN12613000427774,10,0.062666762
ACTRN12613000430730,3,0.092739605
ACTRN12613000431729,8,0.066427812
ACTRN12613000433707,5,0.06111605
ACTRN12613000435785,3,0.064499539
ACTRN12613000436774,4,0.089207088
ACTRN12613000437763,8,0.027975683
ACTRN12613000438752,8,0.060911516
ACTRN12613000439741,4,0.049072424
ACTRN12613000440729,8,0.042052637
ACTRN12613000442707,2,0.109806137
ACTRN12613000446763,2,0.040822281
ACTRN12613000447752,2,0.060517298
ACTRN12613000448741,8,0.03848895
ACTRN12613000450718,3,0.092927366
ACTRN12613000451707,2,0.027894711
ACTRN12613000452796,9,0.078866815
ACTRN12613000453785,10,0.094890676
ACTRN12613000454774,2,0.053033889
ACTRN12613000455763,5,0.039219131
ACTRN12613000456752,9,0.030561773
ACTRN12613000457741,9,0.053602921
ACTRN12613000458730,2,0.052914659
ACTRN12613000460707,3,0.04563623
ACTRN12613000461796,9,0.055577619
ACTRN12613000462785,4,0.059472431
ACTRN12613000464763,4,0.036166391
ACTRN12613000465752,3,0.03814051
ACTRN12613000467730,10,0.032107316
ACTRN12613000468729,2,0.081379975
ACTRN12613000471785,9,0.031118338
ACTRN12613000472774,8,0.054257583
ACTRN12613000474752,2,0.061128848
ACTRN12613000476730,9,0.063128606
ACTRN12613000478718,10,0.088148782
ACTRN12613000481774,3,0.121262991
ACTRN12613000482763,3,0.132130237
ACTRN12613000483752,10,0.037227729
ACTRN12613000484741,3,0.060884696
ACTRN12613000486729,8,0.056053043
ACTRN12613000488707,9,0.024592758
ACTRN12613000489796,2,0.075260874
ACTRN12613000490774,2,0.056398743
ACTRN12613000492752,9,0.047554258
ACTRN12613000493741,2,0.079862439
ACTRN12613000494730,1,0.068309906
ACTRN12613000495729,3,0.062765165
ACTRN12613000496718,2,0.0880238
ACTRN12613000497707,4,0.080251656
ACTRN12613000498796,6,0.06376219
ACTRN12613000499785,10,0.152290178
ACTRN12613000500752,5,0.02054795
ACTRN12613000501741,2,0.051435745
ACTRN12613000502730,8,0.052797243
ACTRN12613000503729,8,0.052609354
ACTRN12613000504718,5,0.10057953
ACTRN12613000505707,3,0.111143921
ACTRN12613000506796,2,0.078526968
ACTRN12613000507785,4,0.039692541
ACTRN12613000508774,4,0.060653615
ACTRN12613000509763,3,0.050319376
ACTRN12613000513718,2,0.080378491
ACTRN12613000514707,2,0.050895118
ACTRN12613000515796,2,0.077750852
ACTRN12613000516785,2,0.063695624
ACTRN12613000517774,9,0.060966208
ACTRN12613000518763,9,0.056841768
ACTRN12613000521729,3,0.083049721
ACTRN12613000523707,2,0.060307416
ACTRN12613000524796,2,0.059840294
ACTRN12613000526774,1,0.0137638
ACTRN12613000528752,8,0.03787224
ACTRN12613000530729,9,0.043102025
ACTRN12613000531718,2,0.030367772
ACTRN12613000535774,5,0.060685146
ACTRN12613000536763,2,0.141372904
ACTRN12613000537752,3,0.04462458
ACTRN12613000539730,6,0.09979991
ACTRN12613000540718,2,0.040335779
ACTRN12613000541707,2,0.04693169
ACTRN12613000542796,4,0.06637969
ACTRN12613000543785,2,0.077877816
ACTRN12613000545763,6,0.039821334
ACTRN12613000546752,8,0.046159789
ACTRN12613000548730,3,0.067852463
ACTRN12613000549729,3,0.067675188
ACTRN12613000550707,5,0.042349184
ACTRN12613000551796,4,0.095010952
ACTRN12613000552785,2,0.119072533
ACTRN12613000553774,2,0.086931245
ACTRN12613000554763,4,0.036035134
ACTRN12613000555752,8,0.060069454
ACTRN12613000557730,2,0.089224408
ACTRN12613000560796,2,0.073244149
ACTRN12613000561785,10,0.070111866
ACTRN12613000562774,8,0.039318138
ACTRN12613000564752,4,0.050043966
ACTRN12613000565741,6,0.013065875
ACTRN12613000566730,3,0.098585549
ACTRN12613000567729,5,0.051108346
ACTRN12613000568718,4,0.047364297
ACTRN12613000570785,2,0.062760679
ACTRN12613000572763,3,0.027038101
ACTRN12613000573752,10,0.027292089
ACTRN12613000574741,2,0.079511059
ACTRN12613000575730,3,0.09098157
ACTRN12613000576729,2,0.054258566
ACTRN12613000577718,3,0.052627751
ACTRN12613000578707,3,0.084644349
ACTRN12613000580774,2,0.05831384
ACTRN12613000581763,5,0.036691503
ACTRN12613000585729,10,0.074927052
ACTRN12613000589785,2,0.052183401
ACTRN12613000590763,7,0.032981065
ACTRN12613000591752,5,0.042557241
ACTRN12613000592741,2,0.070292253
ACTRN12613000594729,3,0.07209321
ACTRN12613000595718,3,0.088698067
ACTRN12613000596707,2,0.033182294
ACTRN12613000598785,3,0.043912744
ACTRN12613000599774,3,0.050926934
ACTRN12613000601730,4,0.039404149
ACTRN12613000602729,2,0.069358839
ACTRN12613000603718,4,0.072575201
ACTRN12613000604707,4,0.023746422
ACTRN12613000605796,2,0.026950357
ACTRN12613000607774,2,0.086310183
ACTRN12613000609752,5,0.035234454
ACTRN12613000610730,2,0.071699282
ACTRN12613000611729,4,0.075298316
ACTRN12613000612718,2,0.058852397
ACTRN12613000614796,8,0.08941858
ACTRN12613000624785,2,0.064827944
ACTRN12613000625774,4,0.042301561
ACTRN12613000626763,2,0.057131806
ACTRN12613000628741,1,0.015145397
ACTRN12613000631707,3,0.071098082
ACTRN12613000632796,10,0.061540063
ACTRN12613000633785,4,0.028506466
ACTRN12613000634774,2,0.058068655
ACTRN12613000635763,4,0.061251249
ACTRN12613000636752,1,0.043530207
ACTRN12613000637741,8,0.048664599
ACTRN12613000640707,10,0.051943122
ACTRN12613000641796,3,0.056177604
ACTRN12613000642785,10,0.0187593
ACTRN12613000643774,2,0.070579037
ACTRN12613000644763,7,0.066393699
ACTRN12613000646741,5,0.042988347
ACTRN12613000647730,4,0.059975075
ACTRN12613000648729,4,0.059975075
ACTRN12613000649718,6,0.10551809
ACTRN12613000653763,2,0.048229389
ACTRN12613000655741,2,0.133644776
ACTRN12613000657729,1,0.016565765
ACTRN12613000658718,1,0.063409958
ACTRN12613000659707,2,0.040680705
ACTRN12613000661774,2,0.052583165
ACTRN12613000662763,8,0.074653182
ACTRN12613000663752,8,0.055871612
ACTRN12613000664741,9,0.09736794
ACTRN12613000665730,5,0.03482525
ACTRN12613000666729,5,0.041603209
ACTRN12613000667718,8,0.043498691
ACTRN12613000668707,10,0.062179988
ACTRN12613000669796,7,0.214820374
ACTRN12613000670774,8,0.07694959
ACTRN12613000671763,2,0.055808248
ACTRN12613000672752,2,0.063953682
ACTRN12613000673741,3,0.085575081
ACTRN12613000674730,3,0.0404374
ACTRN12613000678796,5,0.045658314
ACTRN12613000679785,2,0.049672712
ACTRN12613000680763,8,0.086070853
ACTRN12613000681752,2,0.044707314
ACTRN12613000682741,8,0.024129676
ACTRN12613000684729,2,0.051542011
ACTRN12613000685718,8,0.049076322
ACTRN12613000686707,7,0.064184681
ACTRN12613000687796,2,0.075463358
ACTRN12613000688785,2,0.091764261
ACTRN12613000689774,2,0.060344959
ACTRN12613000690752,5,0.056807312
ACTRN12613000691741,9,0.128106315
ACTRN12613000692730,1,0.034383795
ACTRN12613000694718,9,0.03969398
ACTRN12613000696796,2,0.082133957
ACTRN12613000697785,2,0.079025912
ACTRN12613000698774,10,0.032191246
ACTRN12613000699763,9,0.032103659
ACTRN12613000700730,2,0.055903157
ACTRN12613000701729,8,0.016818017
ACTRN12613000702718,5,0.036999353
ACTRN12613000703707,3,0.055613937
ACTRN12613000705785,7,0.022327534
ACTRN12613000707763,6,0.088484587
ACTRN12613000708752,9,0.109162565
ACTRN12613000709741,2,0.058429439
ACTRN12613000711718,9,0.077457073
ACTRN12613000712707,5,0.013960247
ACTRN12613000713796,3,0.070397274
ACTRN12613000714785,2,0.049035911
ACTRN12613000715774,2,0.054343555
ACTRN12613000720718,4,0.082815777
ACTRN12613000721707,4,0.067616152
ACTRN12613000722796,2,0.036650453
ACTRN12613000723785,9,0.044281487
ACTRN12613000724774,2,0.086836873
ACTRN12613000725763,3,0.038773583
ACTRN12613000726752,5,0.04849284
ACTRN12613000727741,9,0.035592418
ACTRN12613000728730,5,0.05717495
ACTRN12613000729729,8,0.054772167
ACTRN12613000731796,1,0.047377275
ACTRN12613000732785,2,0.072256962
ACTRN12613000733774,4,0.032752572
ACTRN12613000735752,2,0.049524166
ACTRN12613000736741,8,0.054172459
ACTRN12613000737730,4,0.055444842
ACTRN12613000738729,4,0.058912294
ACTRN12613000741785,1,0.063578458
ACTRN12613000743763,9,0.054175265
ACTRN12613000744752,10,0.042743628
ACTRN12613000745741,4,0.063694931
ACTRN12613000746730,4,0.05418164
ACTRN12613000747729,2,0.090367888
ACTRN12613000748718,4,0.043678242
ACTRN12613000749707,2,0.074424299
ACTRN12613000750785,3,0.136206386
ACTRN12613000751774,4,0.077545015
ACTRN12613000752763,5,0.02907009
ACTRN12613000753752,6,0.008413628
ACTRN12613000755730,2,0.052650119
ACTRN12613000757718,2,0.079480543
ACTRN12613000760774,8,0.038124829
ACTRN12613000761763,4,0.025822343
ACTRN12613000762752,4,0.05680756
ACTRN12613000763741,4,0.069242138
ACTRN12613000764730,10,0.061063296
ACTRN12613000765729,2,0.079299191
ACTRN12613000766718,5,0.060150791
ACTRN12613000769785,1,0.069259919
ACTRN12613000770763,6,0.08674014
ACTRN12613000771752,3,0.044093516
ACTRN12613000772741,2,0.082136904
ACTRN12613000773730,9,0.057914832
ACTRN12613000775718,2,0.059662607
ACTRN12613000776707,9,0.09453415
ACTRN12613000778785,1,0.028495644
ACTRN12613000779774,3,0.059318472
ACTRN12613000781741,9,0.078172942
ACTRN12613000782730,9,0.052935163
ACTRN12613000783729,5,0.025586535
ACTRN12613000784718,3,0.036501748
ACTRN12613000786796,8,0.045818884
ACTRN12613000787785,7,0.127423209
ACTRN12613000788774,2,0.022086416
ACTRN12613000789763,8,0.037280416
ACTRN12613000790741,5,0.071373394
ACTRN12613000791730,9,0.0785391
ACTRN12613000793718,2,0.099221724
ACTRN12613000794707,2,0.060387274
ACTRN12613000795796,8,0.083703577
ACTRN12613000796785,9,0.053059941
ACTRN12613000798763,9,0.074591486
ACTRN12613000800729,8,0.04958876
ACTRN12613000801718,5,0.026204208
ACTRN12613000802707,7,0.041279467
ACTRN12613000803796,9,0.049602217
ACTRN12613000805774,4,0.047050583
ACTRN12613000806763,2,0.058984751
ACTRN12613000807752,1,0.037786364
ACTRN12613000808741,4,0.042582018
ACTRN12613000809730,9,0.083091653
ACTRN12613000810718,4,0.048690145
ACTRN12613000811707,5,0.04698899
ACTRN12613000812796,4,0.045174295
ACTRN12613000813785,3,0.054089022
ACTRN12613000814774,4,0.017787468
ACTRN12613000816752,8,0.043823497
ACTRN12613000817741,8,0.044795872
ACTRN12613000818730,3,0.050538836
ACTRN12613000821796,3,0.034144405
ACTRN12613000824763,4,0.012847871
ACTRN12613000825752,9,0.042243654
ACTRN12613000826741,4,0.055445926
ACTRN12613000827730,5,0.055868464
ACTRN12613000828729,6,0.041134597
ACTRN12613000830796,7,0.080997334
ACTRN12613000832774,2,0.057297643
ACTRN12613000833763,2,0.072295627
ACTRN12613000835741,8,0.053891879
ACTRN12613000836730,2,0.049195748
ACTRN12613000837729,2,0.066989118
ACTRN12613000838718,4,0.066186137
ACTRN12613000839707,2,0.085551337
ACTRN12613000840785,2,0.106488899
ACTRN12613000841774,8,0.028798179
ACTRN12613000844741,8,0.108816869
ACTRN12613000846729,5,0.078850678
ACTRN12613000847718,5,0.060826774
ACTRN12613000848707,3,0.062836411
ACTRN12613000850774,3,0.03784739
ACTRN12613000851763,8,0.058725386
ACTRN12613000852752,4,0.046311037
ACTRN12613000853741,9,0.054382107
ACTRN12613000855729,10,0.062458684
ACTRN12613000857707,2,0.092357615
ACTRN12613000858796,9,0.051036467
ACTRN12613000860763,2,0.037628134
ACTRN12613000862741,3,0.069675938
ACTRN12613000864729,9,0.056837274
ACTRN12613000865718,10,0.04753557
ACTRN12613000866707,4,0.066326786
ACTRN12613000867796,10,0.029019862
ACTRN12613000868785,3,0.098362308
ACTRN12613000869774,10,0.049395866
ACTRN12613000870752,2,0.08329218
ACTRN12613000871741,8,0.079810377
ACTRN12613000874718,10,0.064309901
ACTRN12613000875707,3,0.156378985
ACTRN12613000876796,2,0.087865127
ACTRN12613000877785,3,0.048325609
ACTRN12613000878774,5,0.044073954
ACTRN12613000880741,2,0.05912851
ACTRN12613000881730,2,0.057465732
ACTRN12613000882729,2,0.056908011
ACTRN12613000884707,2,0.058134444
ACTRN12613000888763,2,0.045190491
ACTRN12613000889752,9,0.048186819
ACTRN12613000890730,5,0.057560206
ACTRN12613000893707,2,0.05831384
ACTRN12613000894796,1,0.026940625
ACTRN12613000895785,3,0.029846493
ACTRN12613000896774,8,0.075681658
ACTRN12613000898752,9,0.076703362
ACTRN12613000900718,2,0.054630341
ACTRN12613000903785,2,0.068042014
ACTRN12613000905763,3,0.111907344
ACTRN12613000906752,3,0.048109167
ACTRN12613000907741,8,0.065705502
ACTRN12613000909729,2,0.105145306
ACTRN12613000911796,2,0.066455198
ACTRN12613000912785,8,0.023428899
ACTRN12613000913774,8,0.034994342
ACTRN12613000914763,10,0.055504069
ACTRN12613000918729,3,0.047441225
ACTRN12613000920796,10,0.058527758
ACTRN12613000921785,1,0.055775798
ACTRN12613000923763,6,0.025622778
ACTRN12613000925741,8,0.042761857
ACTRN12613000926730,9,0.046027022
ACTRN12613000927729,2,0.045377515
ACTRN12613000929707,2,0.078212943
ACTRN12613000930785,4,0.04926192
ACTRN12613000931774,4,0.053424378
ACTRN12613000933752,4,0.060159714
ACTRN12613000934741,5,0.071207005
ACTRN12613000935730,3,0.052800853
ACTRN12613000936729,4,0.076580948
ACTRN12613000939796,8,0.03217686
ACTRN12613000940774,2,0.070814645
ACTRN12613000941763,2,0.038462474
ACTRN12613000946718,10,0.014357985
ACTRN12613000947707,5,0.066114695
ACTRN12613000948796,5,0.03931511
ACTRN12613000949785,8,0.055615064
ACTRN12613000953730,5,0.034798379
ACTRN12613000954729,5,0.034798379
ACTRN12613000956707,10,0.048685723
ACTRN12613000958785,2,0.052538819
ACTRN12613000959774,4,0.018319053
ACTRN12613000960752,3,0.066151739
ACTRN12613000961741,10,0.087480115
ACTRN12613000962730,2,0.05556554
ACTRN12613000963729,8,0.031488128
ACTRN12613000966796,5,0.076039526
ACTRN12613000968774,5,0.042915026
ACTRN12613000970741,2,0.054985079
ACTRN12613000972729,2,0.066524587
ACTRN12613000976785,1,0.041959646
ACTRN12613000977774,3,0.064702187
ACTRN12613000978763,10,0.084329059
ACTRN12613000979752,9,0.048103018
ACTRN12613000981729,2,0.054346122
ACTRN12613000983707,5,0.071512767
ACTRN12613000984796,8,0.066587359
ACTRN12613000985785,2,0.02976067
ACTRN12613000986774,2,0.038557201
ACTRN12613000988752,3,0.028131942
ACTRN12613000990729,2,0.050400654
ACTRN12613000991718,6,0.189175431
ACTRN12613000993796,4,0.063718231
ACTRN12613000994785,1,0.055060367
ACTRN12613000995774,10,0.051627207
ACTRN12613000996763,3,0.040777036
ACTRN12613000997752,3,0.046039658
ACTRN12613000998741,2,0.049667156
ACTRN12613001001785,2,0.030297858
ACTRN12613001002774,3,0.097496686
ACTRN12613001003763,2,0.053563571
ACTRN12613001004752,9,0.066421768
ACTRN12613001007729,2,0.033176384
ACTRN12613001008718,1,0.042601265
ACTRN12613001009707,6,0.021067876
ACTRN12613001010785,5,0.108044734
ACTRN12613001011774,8,0.058792776
ACTRN12613001013752,4,0.038128425
ACTRN12613001014741,10,0.06804187
ACTRN12613001016729,10,0.034793517
ACTRN12613001017718,2,0.076362824
ACTRN12613001018707,2,0.10190645
ACTRN12613001019796,5,0.030695513
ACTRN12613001020774,4,0.078316635
ACTRN12613001021763,10,0.033906755
ACTRN12613001023741,1,0.026151838
ACTRN12613001025729,8,0.06068846
ACTRN12613001026718,4,0.036174057
ACTRN12613001027707,6,0.073696985
ACTRN12613001030763,2,0.06195398
ACTRN12613001034729,5,0.070918632
ACTRN12613001035718,2,0.062877657
ACTRN12613001036707,2,0.029233665
ACTRN12613001037796,2,0.066154994
ACTRN12613001038785,4,0.030511114
ACTRN12613001040752,6,0.019705507
ACTRN12613001041741,2,0.085055067
ACTRN12613001042730,2,0.068209019
ACTRN12613001043729,2,0.049208527
ACTRN12613001045707,6,0.042802337
ACTRN12613001047785,2,0.103277868
ACTRN12613001048774,3,0.057426319
